Tabelle: 12521-03i
Ausländische Bevölkerung nach Geschlecht und;;;;;;;
Staatsangehörigkeiten (215);;;;;;;
- kreisfreie Städte und Kreise - Stichtag;;;;;;;
Ausländerstatistik (AZR);;;;;;;
;;;;;Ausländische Bevölkerung;Ausländische Bevölkerung;Ausländische Bevölkerung
;;;;;Insgesamt;männlich;weiblich
;;;;;Anzahl;Anzahl;Anzahl
31.12.2024;05558;    Coesfeld, Kreis;324;  Bahamas;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;326;  Bolivien;5;-;-
31.12.2024;05558;    Coesfeld, Kreis;327;  Brasilien;85;25;60
31.12.2024;05558;    Coesfeld, Kreis;328;  Guyana;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;330;  Belize;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;332;  Chile;15;10;5
31.12.2024;05558;    Coesfeld, Kreis;333;  Dominica;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;334;  Costa Rica;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;335;  Dominikanische Republik;15;5;10
31.12.2024;05558;    Coesfeld, Kreis;336;  Ecuador;10;-;-
31.12.2024;05558;    Coesfeld, Kreis;337;  El Salvador;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;340;  Grenada;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;345;  Guatemala;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;346;  Haiti;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;347;  Honduras;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;348;  Kanada;20;10;15
31.12.2024;05558;    Coesfeld, Kreis;349;  Kolumbien;30;5;25
31.12.2024;05558;    Coesfeld, Kreis;351;  Kuba;10;5;5
31.12.2024;05558;    Coesfeld, Kreis;353;  Mexiko;45;15;30
31.12.2024;05558;    Coesfeld, Kreis;354;  Nicaragua;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;355;  Jamaika;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;357;  Panama;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;359;  Paraguay;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;361;  Peru;5;-;-
31.12.2024;05558;    Coesfeld, Kreis;364;  Suriname;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;365;  Uruguay;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;366;  St. Lucia;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;367;  Venezuela;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;368;  USA;110;60;50
31.12.2024;05558;    Coesfeld, Kreis;369;  St.Vincent und die Grenadinen;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;370;  St.Kitts (St. Cristopher) und Nevis;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;371;  Trinidad und Tobago;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;399;  Übriges Amerika;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;4;Asien;8915;5790;3125
31.12.2024;05558;    Coesfeld, Kreis;411;  Hongkong;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;412;  Macau (chinesisch);-;-;-
31.12.2024;05558;    Coesfeld, Kreis;421;  Jemen;5;-;-
31.12.2024;05558;    Coesfeld, Kreis;422;  Armenien;135;80;55
31.12.2024;05558;    Coesfeld, Kreis;423;  Afghanistan;1450;970;480
31.12.2024;05558;    Coesfeld, Kreis;424;  Bahrain;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;425;  Aserbaidschan;225;130;90
31.12.2024;05558;    Coesfeld, Kreis;426;  Bhutan;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;427;  Myanmar;10;5;5
31.12.2024;05558;    Coesfeld, Kreis;429;  Brunei;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;430;  Georgien;95;60;35
31.12.2024;05558;    Coesfeld, Kreis;431;  Sri Lanka;110;70;40
31.12.2024;05558;    Coesfeld, Kreis;432;  Vietnam;85;45;40
31.12.2024;05558;    Coesfeld, Kreis;434;  Korea, Volksrepublik (Nordkorea);-;-;-
31.12.2024;05558;    Coesfeld, Kreis;436;  Indien;160;90;70
31.12.2024;05558;    Coesfeld, Kreis;437;  Indonesien;35;5;30
31.12.2024;05558;    Coesfeld, Kreis;438;  Irak;690;405;285
31.12.2024;05558;    Coesfeld, Kreis;439;  Iran;430;270;160
31.12.2024;05558;    Coesfeld, Kreis;441;  Israel;10;5;5
31.12.2024;05558;    Coesfeld, Kreis;442;  Japan;10;-;-
31.12.2024;05558;    Coesfeld, Kreis;444;  Kasachstan;145;65;80
31.12.2024;05558;    Coesfeld, Kreis;445;  Jordanien;15;10;5
31.12.2024;05558;    Coesfeld, Kreis;446;  Kambodscha;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;447;  Katar;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;448;  Kuwait;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;449;  Laos;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;450;  Kirgisistan;15;5;10
31.12.2024;05558;    Coesfeld, Kreis;451;  Libanon;190;110;80
31.12.2024;05558;    Coesfeld, Kreis;454;  Malediven;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;456;  Oman;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;457;  Mongolei;50;25;25
31.12.2024;05558;    Coesfeld, Kreis;458;  Nepal;25;15;10
31.12.2024;05558;    Coesfeld, Kreis;459;  Palästinensische Gebiete (ab 2013);15;10;5
31.12.2024;05558;    Coesfeld, Kreis;460;  Bangladesch;45;40;5
31.12.2024;05558;    Coesfeld, Kreis;461;  Pakistan;160;100;60
31.12.2024;05558;    Coesfeld, Kreis;462;  Philippinen;40;5;35
31.12.2024;05558;    Coesfeld, Kreis;465;  Taiwan, (China );5;-;-
31.12.2024;05558;    Coesfeld, Kreis;467;  Korea, Republik (Südkorea);15;5;10
31.12.2024;05558;    Coesfeld, Kreis;469;  Vereinigte Arabische Emirate;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;470;  Tadschikistan;85;45;40
31.12.2024;05558;    Coesfeld, Kreis;471;  Turkmenistan;5;5;5
31.12.2024;05558;    Coesfeld, Kreis;472;  Saudi-Arabien;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;474;  Singapur;5;-;-
31.12.2024;05558;    Coesfeld, Kreis;475;  Syrien;4425;3140;1290
31.12.2024;05558;    Coesfeld, Kreis;476;  Thailand;60;5;55
31.12.2024;05558;    Coesfeld, Kreis;477;  Usbekistan;15;10;5
31.12.2024;05558;    Coesfeld, Kreis;479;  China (Festland);140;65;80
31.12.2024;05558;    Coesfeld, Kreis;482;  Malaysia;5;-;-
31.12.2024;05558;    Coesfeld, Kreis;483;  Timor-Leste;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;499;  Übriges Asien, Macau;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;5;Australien / Ozeanien;25;10;10
31.12.2024;05558;    Coesfeld, Kreis;523;  Australien;20;10;10
31.12.2024;05558;    Coesfeld, Kreis;524;  Salomonen;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;526;  Fidschi;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;527;  Cookinseln;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;530;  Kiribati;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;531;  Nauru;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;532;  Vanuatu;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;536;  Neuseeland;5;-;-
31.12.2024;05558;    Coesfeld, Kreis;537;  Palau;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;538;  Papua-Neuguinea;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;540;  Tuvalu;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;541;  Tonga;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;543;  Samoa;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;544;  Marshallinseln;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;599;  Übriges Ozeanien;-;-;-
31.12.2024;05558;    Coesfeld, Kreis;9;Sonstige;245;145;100
31.12.2024;05558;    Coesfeld, Kreis;997;  staatenlos;95;50;45
31.12.2024;05558;    Coesfeld, Kreis;998;  ungeklärt;150;90;60
31.12.2024;05558;    Coesfeld, Kreis;999;  ohne Angabe;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;1;Europa;68545;34520;34030
31.12.2024;05562;    Recklinghausen, Kreis;121;  Albanien;775;435;340
31.12.2024;05562;    Recklinghausen, Kreis;122;  Bosnien und Herzegowina;1905;1000;905
31.12.2024;05562;    Recklinghausen, Kreis;123;  Andorra;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;124;  Belgien;125;55;70
31.12.2024;05562;    Recklinghausen, Kreis;125;  Bulgarien;2165;1145;1020
31.12.2024;05562;    Recklinghausen, Kreis;126;  Dänemark;40;10;25
31.12.2024;05562;    Recklinghausen, Kreis;127;  Estland;20;5;15
31.12.2024;05562;    Recklinghausen, Kreis;128;  Finnland;30;10;25
31.12.2024;05562;    Recklinghausen, Kreis;129;  Frankreich;260;115;145
31.12.2024;05562;    Recklinghausen, Kreis;130;  Kroatien;1510;815;695
31.12.2024;05562;    Recklinghausen, Kreis;131;  Slowenien;115;70;45
31.12.2024;05562;    Recklinghausen, Kreis;132;  Serbien und Montenegro (ab 01.01.2004-31.07.2006);45;20;20
31.12.2024;05562;    Recklinghausen, Kreis;133;  Serbien (ab 01.08.2006);50;30;20
31.12.2024;05562;    Recklinghausen, Kreis;134;  Griechenland;2445;1320;1130
31.12.2024;05562;    Recklinghausen, Kreis;135;  Irland;40;25;15
31.12.2024;05562;    Recklinghausen, Kreis;136;  Island;5;-;-
31.12.2024;05562;    Recklinghausen, Kreis;137;  Italien;1970;1200;770
31.12.2024;05562;    Recklinghausen, Kreis;138;  Jugoslawien (ehem.);125;65;60
31.12.2024;05562;    Recklinghausen, Kreis;139;  Lettland;350;195;155
31.12.2024;05562;    Recklinghausen, Kreis;140;  Montenegro (ab 01.08.2006);105;55;50
31.12.2024;05562;    Recklinghausen, Kreis;141;  Liechtenstein;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;142;  Litauen;315;150;165
31.12.2024;05562;    Recklinghausen, Kreis;143;  Luxemburg;15;5;10
31.12.2024;05562;    Recklinghausen, Kreis;144;  Nordmazedonien;910;450;460
31.12.2024;05562;    Recklinghausen, Kreis;145;  Malta;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;146;  Moldau;215;70;150
31.12.2024;05562;    Recklinghausen, Kreis;147;  Monaco;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;148;  Niederlande;855;440;415
31.12.2024;05562;    Recklinghausen, Kreis;149;  Norwegen;20;10;10
31.12.2024;05562;    Recklinghausen, Kreis;150;  Kosovo (ab 01.05.2008);2250;1205;1045
31.12.2024;05562;    Recklinghausen, Kreis;151;  Österreich;505;260;240
31.12.2024;05562;    Recklinghausen, Kreis;152;  Polen;5470;2685;2790
31.12.2024;05562;    Recklinghausen, Kreis;153;  Portugal;330;170;160
31.12.2024;05562;    Recklinghausen, Kreis;154;  Rumänien;6935;4000;2935
31.12.2024;05562;    Recklinghausen, Kreis;155;  Slowakei;95;50;45
31.12.2024;05562;    Recklinghausen, Kreis;156;  San Marino;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;157;  Schweden;220;100;120
31.12.2024;05562;    Recklinghausen, Kreis;158;  Schweiz;90;35;50
31.12.2024;05562;    Recklinghausen, Kreis;159;  ehem. Sowjetunion o.n.A.;10;10;5
31.12.2024;05562;    Recklinghausen, Kreis;160;  Russische Föderation;1155;445;710
31.12.2024;05562;    Recklinghausen, Kreis;161;  Spanien;750;400;345
31.12.2024;05562;    Recklinghausen, Kreis;162;  Tschechoslowakei (ehem.);5;-;-
31.12.2024;05562;    Recklinghausen, Kreis;163;  Türkei;24415;12330;12085
31.12.2024;05562;    Recklinghausen, Kreis;164;  Tschechische Republik;85;30;55
31.12.2024;05562;    Recklinghausen, Kreis;165;  Ungarn;855;465;395
31.12.2024;05562;    Recklinghausen, Kreis;166;  Ukraine;8035;3200;4835
31.12.2024;05562;    Recklinghausen, Kreis;167;  Vatikanstadt;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;168;  Vereinigtes Königreich;285;185;100
31.12.2024;05562;    Recklinghausen, Kreis;169;  Belarus;140;35;100
31.12.2024;05562;    Recklinghausen, Kreis;170;  Serbien ohne Kosovo (ab 01.05.2008);2495;1215;1280
31.12.2024;05562;    Recklinghausen, Kreis;181;  Zypern;5;-;-
31.12.2024;05562;    Recklinghausen, Kreis;185;  Britische Überseegebiete;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;195;  Gibraltar, Insel Man, Kanalinseln (brit. abhängige Gebiete);-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;199;  Übriges Europa;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;295;  Sankt Helena, einschl. Ascension (brit. abhängiges Gebiet);-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;395;  brit. abhängige Gebiete;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;495;  Hongkong (brit. abhängiges Gebiet);-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;2;Afrika;4055;2155;1900
31.12.2024;05562;    Recklinghausen, Kreis;221;  Algerien;105;70;35
31.12.2024;05562;    Recklinghausen, Kreis;223;  Angola;115;50;65
31.12.2024;05562;    Recklinghausen, Kreis;224;  Eritrea;500;290;205
31.12.2024;05562;    Recklinghausen, Kreis;225;  Äthiopien;35;15;20
31.12.2024;05562;    Recklinghausen, Kreis;226;  Lesotho;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;227;  Botsuana;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;229;  Benin;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;230;  Dschibuti;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;231;  Cote d'Ivoire;10;-;-
31.12.2024;05562;    Recklinghausen, Kreis;232;  Nigeria;755;365;390
31.12.2024;05562;    Recklinghausen, Kreis;233;  Simbabwe;10;5;10
31.12.2024;05562;    Recklinghausen, Kreis;236;  Gabun;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;237;  Gambia;15;10;5
31.12.2024;05562;    Recklinghausen, Kreis;238;  Ghana;215;110;105
31.12.2024;05562;    Recklinghausen, Kreis;239;  Mauretanien;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;242;  Kap Verde;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;243;  Kenia;50;20;35
31.12.2024;05562;    Recklinghausen, Kreis;244;  Komoren;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;245;  Kongo (Republik);25;15;15
31.12.2024;05562;    Recklinghausen, Kreis;246;  Kongo, Demokratische Republik;110;55;55
31.12.2024;05562;    Recklinghausen, Kreis;247;  Liberia;5;-;-
31.12.2024;05562;    Recklinghausen, Kreis;248;  Libyen;75;40;35
31.12.2024;05562;    Recklinghausen, Kreis;249;  Madagaskar;10;-;-
31.12.2024;05562;    Recklinghausen, Kreis;251;  Mali;35;25;10
31.12.2024;05562;    Recklinghausen, Kreis;252;  Marokko;675;315;360
31.12.2024;05562;    Recklinghausen, Kreis;253;  Mauritius;5;-;-
31.12.2024;05562;    Recklinghausen, Kreis;254;  Mosambik;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;255;  Niger;5;5;5
31.12.2024;05562;    Recklinghausen, Kreis;256;  Malawi;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;257;  Sambia;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;258;  Burkina Faso;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;259;  Guinea-Bissau;15;10;5
31.12.2024;05562;    Recklinghausen, Kreis;261;  Guinea;370;260;110
31.12.2024;05562;    Recklinghausen, Kreis;262;  Kamerun;95;55;40
31.12.2024;05562;    Recklinghausen, Kreis;263;  Südafrika;20;10;10
31.12.2024;05562;    Recklinghausen, Kreis;265;  Ruanda;15;5;5
31.12.2024;05562;    Recklinghausen, Kreis;267;  Namibia;5;-;-
31.12.2024;05562;    Recklinghausen, Kreis;268;  Sao Tome und Principe;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;269;  Senegal;5;-;-
31.12.2024;05562;    Recklinghausen, Kreis;271;  Seychellen;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;272;  Sierra Leone;10;5;5
31.12.2024;05562;    Recklinghausen, Kreis;273;  Somalia;270;135;130
31.12.2024;05562;    Recklinghausen, Kreis;274;  Äquatorialguinea;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;276;  Sudan (einschließlich Südsudan);10;5;5
31.12.2024;05562;    Recklinghausen, Kreis;281;  Eswatini (ehemals Swasiland);-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;282;  Tansania, Vereinigte Republik;5;-;-
31.12.2024;05562;    Recklinghausen, Kreis;283;  Togo;30;15;10
31.12.2024;05562;    Recklinghausen, Kreis;284;  Tschad;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;285;  Tunesien;235;115;120
31.12.2024;05562;    Recklinghausen, Kreis;286;  Uganda;15;5;10
31.12.2024;05562;    Recklinghausen, Kreis;287;  Ägypten;180;105;75
31.12.2024;05562;    Recklinghausen, Kreis;289;  Zentralafrikanische Republik;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;291;  Burundi;20;10;10
31.12.2024;05562;    Recklinghausen, Kreis;299;  Übriges Afrika, Mayotte, Réunion;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;3;Amerika;700;285;415
31.12.2024;05562;    Recklinghausen, Kreis;320;  Antigua und Barbuda;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;322;  Barbados;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;323;  Argentinien;10;5;5
31.12.2024;05562;    Recklinghausen, Kreis;324;  Bahamas;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;326;  Bolivien;10;-;-
31.12.2024;05562;    Recklinghausen, Kreis;327;  Brasilien;155;40;120
31.12.2024;05562;    Recklinghausen, Kreis;328;  Guyana;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;330;  Belize;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;332;  Chile;5;5;5
31.12.2024;05562;    Recklinghausen, Kreis;333;  Dominica;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;334;  Costa Rica;5;-;-
31.12.2024;05562;    Recklinghausen, Kreis;335;  Dominikanische Republik;45;15;30
31.12.2024;05562;    Recklinghausen, Kreis;336;  Ecuador;10;5;5
31.12.2024;05562;    Recklinghausen, Kreis;337;  El Salvador;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;340;  Grenada;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;345;  Guatemala;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;346;  Haiti;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;347;  Honduras;10;5;5
31.12.2024;05562;    Recklinghausen, Kreis;348;  Kanada;55;25;25
31.12.2024;05562;    Recklinghausen, Kreis;349;  Kolumbien;45;15;30
31.12.2024;05562;    Recklinghausen, Kreis;351;  Kuba;30;10;20
31.12.2024;05562;    Recklinghausen, Kreis;353;  Mexiko;45;20;25
31.12.2024;05562;    Recklinghausen, Kreis;354;  Nicaragua;5;-;-
31.12.2024;05562;    Recklinghausen, Kreis;355;  Jamaika;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;357;  Panama;5;-;-
31.12.2024;05562;    Recklinghausen, Kreis;359;  Paraguay;5;-;-
31.12.2024;05562;    Recklinghausen, Kreis;361;  Peru;30;10;20
31.12.2024;05562;    Recklinghausen, Kreis;364;  Suriname;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;365;  Uruguay;5;-;-
31.12.2024;05562;    Recklinghausen, Kreis;366;  St. Lucia;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;367;  Venezuela;15;-;-
31.12.2024;05562;    Recklinghausen, Kreis;368;  USA;195;110;85
31.12.2024;05562;    Recklinghausen, Kreis;369;  St.Vincent und die Grenadinen;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;370;  St.Kitts (St. Cristopher) und Nevis;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;371;  Trinidad und Tobago;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;399;  Übriges Amerika;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;4;Asien;24285;13055;11230
31.12.2024;05562;    Recklinghausen, Kreis;411;  Hongkong;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;412;  Macau (chinesisch);-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;421;  Jemen;20;10;10
31.12.2024;05562;    Recklinghausen, Kreis;422;  Armenien;325;150;175
31.12.2024;05562;    Recklinghausen, Kreis;423;  Afghanistan;2000;1205;790
31.12.2024;05562;    Recklinghausen, Kreis;424;  Bahrain;5;-;-
31.12.2024;05562;    Recklinghausen, Kreis;425;  Aserbaidschan;355;170;185
31.12.2024;05562;    Recklinghausen, Kreis;426;  Bhutan;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;427;  Myanmar;10;10;5
31.12.2024;05562;    Recklinghausen, Kreis;429;  Brunei;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;430;  Georgien;145;85;65
31.12.2024;05562;    Recklinghausen, Kreis;431;  Sri Lanka;375;180;195
31.12.2024;05562;    Recklinghausen, Kreis;432;  Vietnam;325;130;195
31.12.2024;05562;    Recklinghausen, Kreis;434;  Korea, Volksrepublik (Nordkorea);-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;436;  Indien;465;215;250
31.12.2024;05562;    Recklinghausen, Kreis;437;  Indonesien;70;25;45
31.12.2024;05562;    Recklinghausen, Kreis;438;  Irak;2520;1395;1130
31.12.2024;05562;    Recklinghausen, Kreis;439;  Iran;675;380;295
31.12.2024;05562;    Recklinghausen, Kreis;441;  Israel;15;5;5
31.12.2024;05562;    Recklinghausen, Kreis;442;  Japan;35;10;25
31.12.2024;05562;    Recklinghausen, Kreis;444;  Kasachstan;335;155;180
31.12.2024;05562;    Recklinghausen, Kreis;445;  Jordanien;115;65;50
31.12.2024;05562;    Recklinghausen, Kreis;446;  Kambodscha;5;-;-
31.12.2024;05562;    Recklinghausen, Kreis;447;  Katar;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;448;  Kuwait;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;449;  Laos;15;-;-
31.12.2024;05562;    Recklinghausen, Kreis;450;  Kirgisistan;75;30;45
31.12.2024;05562;    Recklinghausen, Kreis;451;  Libanon;935;500;430
31.12.2024;05562;    Recklinghausen, Kreis;454;  Malediven;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;456;  Oman;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;457;  Mongolei;60;25;35
31.12.2024;05562;    Recklinghausen, Kreis;458;  Nepal;20;10;10
31.12.2024;05562;    Recklinghausen, Kreis;459;  Palästinensische Gebiete (ab 2013);10;5;5
31.12.2024;05562;    Recklinghausen, Kreis;460;  Bangladesch;125;85;45
31.12.2024;05562;    Recklinghausen, Kreis;461;  Pakistan;460;280;180
31.12.2024;05562;    Recklinghausen, Kreis;462;  Philippinen;135;25;110
31.12.2024;05562;    Recklinghausen, Kreis;465;  Taiwan, (China );10;-;-
31.12.2024;05562;    Recklinghausen, Kreis;467;  Korea, Republik (Südkorea);55;25;30
31.12.2024;05562;    Recklinghausen, Kreis;469;  Vereinigte Arabische Emirate;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;470;  Tadschikistan;195;105;90
31.12.2024;05562;    Recklinghausen, Kreis;471;  Turkmenistan;15;5;10
31.12.2024;05562;    Recklinghausen, Kreis;472;  Saudi-Arabien;5;-;-
31.12.2024;05562;    Recklinghausen, Kreis;474;  Singapur;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;475;  Syrien;13610;7555;6055
31.12.2024;05562;    Recklinghausen, Kreis;476;  Thailand;360;30;330
31.12.2024;05562;    Recklinghausen, Kreis;477;  Usbekistan;60;25;35
31.12.2024;05562;    Recklinghausen, Kreis;479;  China (Festland);330;145;185
31.12.2024;05562;    Recklinghausen, Kreis;482;  Malaysia;25;10;15
31.12.2024;05562;    Recklinghausen, Kreis;483;  Timor-Leste;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;499;  Übriges Asien, Macau;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;5;Australien / Ozeanien;30;25;5
31.12.2024;05562;    Recklinghausen, Kreis;523;  Australien;30;25;5
31.12.2024;05562;    Recklinghausen, Kreis;524;  Salomonen;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;526;  Fidschi;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;527;  Cookinseln;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;530;  Kiribati;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;531;  Nauru;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;532;  Vanuatu;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;536;  Neuseeland;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;537;  Palau;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;538;  Papua-Neuguinea;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;540;  Tuvalu;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;541;  Tonga;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;543;  Samoa;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;544;  Marshallinseln;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;599;  Übriges Ozeanien;-;-;-
31.12.2024;05562;    Recklinghausen, Kreis;9;Sonstige;1730;920;810
31.12.2024;05562;    Recklinghausen, Kreis;997;  staatenlos;490;250;240
31.12.2024;05562;    Recklinghausen, Kreis;998;  ungeklärt;1235;665;570
31.12.2024;05562;    Recklinghausen, Kreis;999;  ohne Angabe;5;-;-
31.12.2024;05566;    Steinfurt, Kreis;1;Europa;43495;23165;20330
31.12.2024;05566;    Steinfurt, Kreis;121;  Albanien;590;315;275
31.12.2024;05566;    Steinfurt, Kreis;122;  Bosnien und Herzegowina;685;370;315
31.12.2024;05566;    Steinfurt, Kreis;123;  Andorra;-;-;-
31.12.2024;05566;    Steinfurt, Kreis;124;  Belgien;125;65;60
